UserID,UserName,num_of_likes,num_of_comments,num_of_photos,num_of_phototags,follower_count,followee_count,engagement_rate,engagement_rate_rank,,,,,,,,,,,
110,Presley_McClure,0,0,0,0,0,0,0,1,,,Clint27,0,0,22,0,0,44,22,9
111,Justina.Gaylord27,0,0,0,0,0,0,0,1,,,Morgan.Kassulke,0,0,0,0,0,0,0,3
112,Dereck65,0,0,0,0,0,0,0,1,,,Tomas.Beatty93,69,136,4,99,99,12,209,21
113,Alexandro35,0,0,0,0,0,0,0,1,,,Alek_Watsica,74,136,6,99,99,0,216,27
114,Jaclyn81,0,0,0,0,0,0,0,1,,,Imani_Nicolas17,74,130,2,99,99,8,206,18
115,Billy52,0,0,0,0,0,0,0,1,,,Granville_Kutch,75,110,2,99,99,0,187,11
116,Annalise.McKenzie16,0,0,0,0,0,0,0,1,,,Katarina.Dibbert,75,136,2,99,99,6,213,24
117,Norbert_Carroll35,0,0,0,0,0,0,0,1,,,Alysa22,75,152,4,99,99,12,231,37
118,Odessa2,0,0,0,0,0,0,0,1,,,Harrison.Beatty50,76,118,10,99,99,10,204,16
119,Hailee26,0,0,0,0,0,0,0,1,,,Yvette.Gottlieb91,77,122,10,99,99,0,209,21
120,Delpha.Kihn,0,0,0,0,0,0,0,1,,,Dario77,77,118,8,99,99,16,203,15
121,Rocio33,0,0,0,0,0,0,0,1,,,Dereck65,77,136,8,99,99,8,221,29
122,Kenneth64,0,0,0,0,0,0,0,1,,,Meggie_Doyle,78,132,2,99,99,2,212,23
123,Eveline95,0,0,0,0,0,0,0,1,,,Norbert_Carroll35,78,166,6,99,99,18,250,46
124,Maxwell.Halvorson,0,0,0,0,0,0,0,1,,,Harley_Lind18,79,134,8,99,99,8,221,29
125,Tierra.Trantow,0,0,0,0,0,0,0,1,,,Darwin29,79,134,2,99,99,0,215,26
126,Josianne.Friesen,0,0,0,0,0,0,0,1,,,Tabitha_Schamberger11,79,122,8,99,99,32,209,21
127,Darwin29,0,0,0,0,0,0,0,1,,,Peter.Stehr0,81,136,2,99,99,2,219,28
128,Dario77,0,0,0,0,0,0,0,1,,,Gerard79,81,138,6,99,99,6,225,32
129,Jaime53,0,0,0,0,0,0,0,1,,,Kaley9,81,130,4,99,99,12,215,26
130,Kaley9,0,0,0,0,0,0,0,1,,,Javonte83,82,140,4,99,99,4,226,33
131,Aiyana_Hoeger,0,0,0,0,0,0,0,1,,,Travon.Waters,82,124,10,99,99,40,216,27
132,Irwin.Larson,0,0,0,0,0,0,0,1,,,Odessa2,82,106,2,99,99,0,190,12
133,Yvette.Gottlieb91,0,0,0,0,0,0,0,1,,,Colten.Harris76,83,120,10,99,99,30,213,24
134,Pearl7,0,0,0,0,0,0,0,1,,,Jayson65,83,116,2,99,99,4,201,14
135,Lennie_Hartmann40,0,0,0,0,0,0,0,1,,,Elenor88,83,160,8,99,99,8,251,47
136,Ollie_Ledner37,0,0,0,0,0,0,0,1,,,Billy52,84,154,8,99,99,0,246,44
137,Yazmin_Mills95,0,0,0,0,0,0,0,1,,,Damon35,84,136,2,99,99,10,222,30
138,Jordyn.Jacobson2,0,0,0,0,0,0,0,1,,,Yazmin_Mills95,84,126,2,99,99,6,212,23
139,Kelsi26,0,0,0,0,0,0,0,1,,,Aracely.Johnston98,84,134,4,99,99,0,222,30
140,Rafael.Hickle2,0,0,0,0,0,0,0,1,,,Kathryn80,85,128,10,99,99,30,223,31
141,Mckenna17,0,0,0,0,0,0,0,1,,,Jordyn.Jacobson2,85,116,4,99,99,8,205,17
142,Maya.Farrell,0,0,0,0,0,0,0,1,,,Rafael.Hickle2,85,136,2,99,99,0,223,31
143,Janet.Armstrong,0,0,0,0,0,0,0,1,,,Zack_Kemmer93,85,112,10,99,99,0,207,19
144,Seth46,0,0,0,0,0,0,0,1,,,Gus93,85,120,8,99,99,8,213,24
145,David.Osinski47,0,0,0,0,0,0,0,1,,,Sam52,86,144,4,99,99,12,234,39
146,Malinda_Streich,0,0,0,0,0,0,0,1,,,Seth46,86,120,8,99,99,16,214,25
147,Harrison.Beatty50,0,0,0,0,0,0,0,1,,,Janet.Armstrong,86,144,10,99,99,30,240,41
148,Granville_Kutch,0,0,0,0,0,0,0,1,,,Emilio_Bernier52,86,152,6,99,99,0,244,43
149,Morgan.Kassulke,0,0,0,0,0,0,0,1,,,Nicole71,86,136,4,99,99,20,226,33
150,Gerard79,0,0,0,0,0,0,0,1,,,Jaylan.Lakin,86,126,2,99,99,4,214,25
151,Mariano_Koch3,0,0,0,0,0,0,0,1,,,Maya.Farrell,87,108,6,99,99,0,201,14
152,Zack_Kemmer93,0,0,0,0,0,0,0,1,,,Milford_Gleichner42,87,114,4,99,99,12,205,17
153,Linnea59,0,0,0,0,0,0,0,1,,,Presley_McClure,87,126,6,99,99,6,219,28
154,Duane60,0,0,0,0,0,0,0,1,,,Delpha.Kihn,87,134,2,99,99,0,223,31
155,Meggie_Doyle,0,0,0,0,0,0,0,1,,,Aiyana_Hoeger,88,132,2,99,99,4,222,30
156,Peter.Stehr0,0,0,0,0,0,0,0,1,,,Ressie_Stanton46,88,116,4,99,99,4,208,20
157,Julien_Schmidt,0,0,0,0,0,0,0,1,,,Malinda_Streich,88,136,8,99,99,0,232,38
158,Aurelie71,0,0,0,0,0,0,0,1,,,Erick5,88,138,2,99,99,6,228,35
159,Cesar93,0,0,0,0,0,0,0,1,,,Justina.Gaylord27,89,98,10,99,99,30,197,13
160,Sam52,0,0,0,0,0,0,0,1,,,Kelsi26,89,134,2,99,99,0,225,32
161,Jayson65,0,0,0,0,0,0,0,1,,,Hailee26,90,120,4,99,99,4,214,25
162,Ressie_Stanton46,0,0,0,0,0,0,0,1,,,Kenneth64,91,134,2,99,99,6,227,34
163,Elenor88,0,0,0,0,0,0,0,1,,,Frederik_Rice,91,122,6,99,99,6,219,28
164,Florence99,0,0,0,0,0,0,0,1,,,Irwin.Larson,91,112,8,99,99,40,211,22
165,Adelle96,0,0,0,0,0,0,0,1,,,Willie_Leuschke,91,126,4,99,99,16,221,29
166,Mike.Auer39,0,0,0,0,0,0,0,1,,,Rick29,92,148,8,99,99,24,248,45
167,Emilio_Bernier52,0,0,0,0,0,0,0,1,,,Lennie_Hartmann40,92,134,4,99,99,12,230,36
168,Franco_Keebler64,0,0,0,0,0,0,0,1,,,Arely_Bogan63,93,128,6,99,99,24,227,34
169,Karley_Bosco,0,0,0,0,0,0,0,1,,,Alexandro35,93,116,10,99,99,20,219,28
170,Erick5,0,0,0,0,0,0,0,1,,,Andre_Purdy85,94,132,8,99,99,32,234,39
171,Nia_Haag,0,0,0,0,0,0,0,1,,,Josianne.Friesen,94,138,10,99,99,50,242,42
172,Kathryn80,0,0,0,0,0,0,0,1,,,Adelle96,96,120,10,99,99,20,226,33
173,Jaylan.Lakin,0,0,0,0,0,0,0,1,,,Karley_Bosco,97,138,2,99,99,0,237,40
174,Hulda.Macejkovic,0,0,0,0,0,0,0,1,,,Keenan.Schamberger60,98,150,6,99,99,12,254,48
175,Leslie67,0,0,0,0,0,0,0,1,,,Annalise.McKenzie16,103,104,8,99,99,0,215,26
176,Janelle.Nikolaus81,0,0,0,0,0,0,0,1,,,Bethany20,257,514,0,99,99,0,771,49
177,Donald.Fritsch,0,0,0,0,0,0,0,1,,,Ollie_Ledner37,257,514,0,99,99,0,771,49
178,Colten.Harris76,0,0,0,0,0,0,0,1,,,Leslie67,257,514,0,99,99,0,771,49
179,Katarina.Dibbert,0,0,0,0,0,0,0,1,,,Rocio33,257,514,0,99,99,0,771,49
180,Darby_Herzog,0,0,0,0,0,0,0,1,,,Mike.Auer39,257,514,0,99,99,0,771,49
181,Esther.Zulauf61,0,0,0,0,0,0,0,1,,,Duane60,257,514,0,99,99,0,771,49
182,Aracely.Johnston98,0,0,0,0,0,0,0,1,,,Aniya_Hackett,257,514,0,99,99,0,771,49
183,Bartholome.Bernhard,0,0,0,0,0,0,0,1,,,Julien_Schmidt,257,514,0,99,99,0,771,49
184,Alysa22,0,0,0,0,0,0,0,1,,,Janelle.Nikolaus81,257,514,0,99,99,0,771,49
185,Milford_Gleichner42,0,0,0,0,0,0,0,1,,,Mckenna17,257,514,0,99,99,0,771,49
186,Delfina_VonRueden68,0,0,0,0,0,0,0,1,,,Maxwell.Halvorson,257,514,0,99,99,0,771,49
187,Rick29,0,0,0,0,0,0,0,1,,,Jaclyn81,257,514,0,99,99,0,771,49
188,Clint27,0,0,0,0,0,0,0,1,,,Nia_Haag,257,514,0,99,99,0,771,49
189,Jessyca_West,0,0,0,0,0,0,0,1,,,Grand Total,8782,14976,514,7623,7623,1148,24272,2568
190,Esmeralda.Mraz57,0,0,0,0,0,0,0,1,,,,,,,,,,,
191,Bethany20,0,0,0,0,0,0,0,1,,,,,,,,,,,
192,Frederik_Rice,0,0,0,0,0,0,0,1,,,,,,,,,,,
193,Willie_Leuschke,0,0,0,0,0,0,0,1,,,,,,,,,,,
194,Damon35,0,0,0,0,0,0,0,1,,,,,,,,,,,
195,Nicole71,0,0,0,0,0,0,0,1,,,,,,,,,,,
196,Keenan.Schamberger60,0,0,0,0,0,0,0,1,,,,,,,,,,,
197,Tomas.Beatty93,0,0,0,0,0,0,0,1,,,,,,,,,,,
198,Imani_Nicolas17,0,0,0,0,0,0,0,1,,,,,,,,,,,
199,Alek_Watsica,0,0,0,0,0,0,0,1,,,,,,,,,,,
200,Javonte83,0,0,0,0,0,0,0,1,,,,,,,,,,,
201,Kenton_Kirlin,0,0,0,0,0,0,0,1,,,,,,,,,,,
202,Andre_Purdy85,0,0,0,0,0,0,0,1,,,,,,,,,,,
203,Harley_Lind18,0,0,0,0,0,0,0,1,,,,,,,,,,,
204,Arely_Bogan63,0,0,0,0,0,0,0,1,,,,,,,,,,,
205,Aniya_Hackett,0,0,0,0,0,0,0,1,,,,,,,,,,,
206,Travon.Waters,0,0,0,0,0,0,0,1,,,,,,,,,,,
207,Kasandra_Homenick,0,0,0,0,0,0,0,1,,,,,,,,,,,
208,Tabitha_Schamberger11,0,0,0,0,0,0,0,1,,,,,,,,,,,
209,Gus93,0,0,0,0,0,0,0,1,,,,,,,,,,,
210,Presley_McClure,0,0,0,0,0,0,0,1,,,,,,,,,,,
211,Justina.Gaylord27,0,0,0,0,0,0,0,1,,,,,,,,,,,
212,Dereck65,0,0,0,0,0,0,0,1,,,,,,,,,,,
213,Alexandro35,0,0,0,0,0,0,0,1,,,,,,,,,,,
214,Jaclyn81,0,0,0,0,0,0,0,1,,,,,,,,,,,
215,Billy52,0,0,0,0,0,0,0,1,,,,,,,,,,,
216,Annalise.McKenzie16,0,0,0,0,0,0,0,1,,,,,,,,,,,
217,Norbert_Carroll35,0,0,0,0,0,0,0,1,,,,,,,,,,,
218,Odessa2,0,0,0,0,0,0,0,1,,,,,,,,,,,
219,Hailee26,0,0,0,0,0,0,0,1,,,,,,,,,,,
220,Delpha.Kihn,0,0,0,0,0,0,0,1,,,,,,,,,,,
221,Rocio33,0,0,0,0,0,0,0,1,,,,,,,,,,,
222,Kenneth64,0,0,0,0,0,0,0,1,,,,,,,,,,,
223,Eveline95,0,0,0,0,0,0,0,1,,,,,,,,,,,
224,Maxwell.Halvorson,0,0,0,0,0,0,0,1,,,,,,,,,,,
225,Tierra.Trantow,0,0,0,0,0,0,0,1,,,,,,,,,,,
226,Josianne.Friesen,0,0,0,0,0,0,0,1,,,,,,,,,,,
227,Darwin29,0,0,0,0,0,0,0,1,,,,,,,,,,,
228,Dario77,0,0,0,0,0,0,0,1,,,,,,,,,,,
229,Jaime53,0,0,0,0,0,0,0,1,,,,,,,,,,,
230,Kaley9,0,0,0,0,0,0,0,1,,,,,,,,,,,
231,Aiyana_Hoeger,0,0,0,0,0,0,0,1,,,,,,,,,,,
232,Irwin.Larson,0,0,0,0,0,0,0,1,,,,,,,,,,,
233,Yvette.Gottlieb91,0,0,0,0,0,0,0,1,,,,,,,,,,,
234,Pearl7,0,0,0,0,0,0,0,1,,,,,,,,,,,
235,Lennie_Hartmann40,0,0,0,0,0,0,0,1,,,,,,,,,,,
236,Ollie_Ledner37,0,0,0,0,0,0,0,1,,,,,,,,,,,
237,Yazmin_Mills95,0,0,0,0,0,0,0,1,,,,,,,,,,,
238,Jordyn.Jacobson2,0,0,0,0,0,0,0,1,,,,,,,,,,,
239,Kelsi26,0,0,0,0,0,0,0,1,,,,,,,,,,,
240,Rafael.Hickle2,0,0,0,0,0,0,0,1,,,,,,,,,,,
241,Mckenna17,0,0,0,0,0,0,0,1,,,,,,,,,,,
242,Maya.Farrell,0,0,0,0,0,0,0,1,,,,,,,,,,,
243,Janet.Armstrong,0,0,0,0,0,0,0,1,,,,,,,,,,,
244,Seth46,0,0,0,0,0,0,0,1,,,,,,,,,,,
245,David.Osinski47,0,0,0,0,0,0,0,1,,,,,,,,,,,
246,Malinda_Streich,0,0,0,0,0,0,0,1,,,,,,,,,,,
247,Harrison.Beatty50,0,0,0,0,0,0,0,1,,,,,,,,,,,
248,Granville_Kutch,0,0,0,0,0,0,0,1,,,,,,,,,,,
249,Morgan.Kassulke,0,0,0,0,0,0,0,1,,,,,,,,,,,
250,Gerard79,0,0,0,0,0,0,0,1,,,,,,,,,,,
251,Mariano_Koch3,0,0,0,0,0,0,0,1,,,,,,,,,,,
252,Zack_Kemmer93,0,0,0,0,0,0,0,1,,,,,,,,,,,
253,Linnea59,0,0,0,0,0,0,0,1,,,,,,,,,,,
254,Duane60,0,0,0,0,0,0,0,1,,,,,,,,,,,
255,Meggie_Doyle,0,0,0,0,0,0,0,1,,,,,,,,,,,
256,Peter.Stehr0,0,0,0,0,0,0,0,1,,,,,,,,,,,
257,Julien_Schmidt,0,0,0,0,0,0,0,1,,,,,,,,,,,
258,Aurelie71,0,0,0,0,0,0,0,1,,,,,,,,,,,
259,Cesar93,0,0,0,0,0,0,0,1,,,,,,,,,,,
260,Sam52,0,0,0,0,0,0,0,1,,,,,,,,,,,
261,Jayson65,0,0,0,0,0,0,0,1,,,,,,,,,,,
262,Ressie_Stanton46,0,0,0,0,0,0,0,1,,,,,,,,,,,
263,Elenor88,0,0,0,0,0,0,0,1,,,,,,,,,,,
264,Florence99,0,0,0,0,0,0,0,1,,,,,,,,,,,
265,Adelle96,0,0,0,0,0,0,0,1,,,,,,,,,,,
266,Mike.Auer39,0,0,0,0,0,0,0,1,,,,,,,,,,,
267,Emilio_Bernier52,0,0,0,0,0,0,0,1,,,,,,,,,,,
268,Franco_Keebler64,0,0,0,0,0,0,0,1,,,,,,,,,,,
269,Karley_Bosco,0,0,0,0,0,0,0,1,,,,,,,,,,,
270,Erick5,0,0,0,0,0,0,0,1,,,,,,,,,,,
271,Nia_Haag,0,0,0,0,0,0,0,1,,,,,,,,,,,
272,Kathryn80,0,0,0,0,0,0,0,1,,,,,,,,,,,
273,Jaylan.Lakin,0,0,0,0,0,0,0,1,,,,,,,,,,,
274,Hulda.Macejkovic,0,0,0,0,0,0,0,1,,,,,,,,,,,
275,Leslie67,0,0,0,0,0,0,0,1,,,,,,,,,,,
276,Janelle.Nikolaus81,0,0,0,0,0,0,0,1,,,,,,,,,,,
277,Donald.Fritsch,0,0,0,0,0,0,0,1,,,,,,,,,,,
278,Colten.Harris76,0,0,0,0,0,0,0,1,,,,,,,,,,,
279,Katarina.Dibbert,0,0,0,0,0,0,0,1,,,,,,,,,,,
280,Darby_Herzog,0,0,0,0,0,0,0,1,,,,,,,,,,,
281,Esther.Zulauf61,0,0,0,0,0,0,0,1,,,,,,,,,,,
282,Aracely.Johnston98,0,0,0,0,0,0,0,1,,,,,,,,,,,
283,Bartholome.Bernhard,0,0,0,0,0,0,0,1,,,,,,,,,,,
284,Alysa22,0,0,0,0,0,0,0,1,,,,,,,,,,,
285,Milford_Gleichner42,0,0,0,0,0,0,0,1,,,,,,,,,,,
286,Delfina_VonRueden68,0,0,0,0,0,0,0,1,,,,,,,,,,,
287,Rick29,0,0,0,0,0,0,0,1,,,,,,,,,,,
288,Clint27,0,0,0,0,0,0,0,1,,,,,,,,,,,
289,Jessyca_West,0,0,0,0,0,0,0,1,,,,,,,,,,,
290,Esmeralda.Mraz57,0,0,0,0,0,0,0,1,,,,,,,,,,,
291,Bethany20,0,0,0,0,0,0,0,1,,,,,,,,,,,
292,Frederik_Rice,0,0,0,0,0,0,0,1,,,,,,,,,,,
293,Willie_Leuschke,0,0,0,0,0,0,0,1,,,,,,,,,,,
294,Damon35,0,0,0,0,0,0,0,1,,,,,,,,,,,
295,Nicole71,0,0,0,0,0,0,0,1,,,,,,,,,,,
296,Keenan.Schamberger60,0,0,0,0,0,0,0,1,,,,,,,,,,,
297,Tomas.Beatty93,0,0,0,0,0,0,0,1,,,,,,,,,,,
298,Imani_Nicolas17,0,0,0,0,0,0,0,1,,,,,,,,,,,
299,Alek_Watsica,0,0,0,0,0,0,0,1,,,,,,,,,,,
300,Javonte83,0,0,0,0,0,0,0,1,,,,,,,,,,,
1,Kenton_Kirlin,0,0,10,50,0,0,10,2,,,,,,,,,,,
51,Mariano_Koch3,0,0,10,30,0,0,10,2,,,,,,,,,,,
64,Florence99,0,0,10,40,0,0,10,2,,,,,,,,,,,
77,Donald.Fritsch,0,0,12,0,0,0,12,3,,,,,,,,,,,
29,Jaime53,0,0,16,64,0,0,16,4,,,,,,,,,,,
58,Aurelie71,0,0,16,16,0,0,16,4,,,,,,,,,,,
86,Delfina_VonRueden68,0,0,18,18,0,0,18,5,,,,,,,,,,,
59,Cesar93,0,0,20,80,0,0,20,6,,,,,,,,,,,
88,Clint27,0,0,22,44,0,0,22,7,,,,,,,,,,,
23,Eveline95,0,0,24,96,0,0,24,8,,,,,,,,,,,
48,Granville_Kutch,75,110,2,0,99,99,187,9,,,,,,,,,,,
18,Odessa2,82,106,2,0,99,99,190,10,,,,,,,,,,,
11,Justina.Gaylord27,89,98,10,30,99,99,197,11,,,,,,,,,,,
42,Maya.Farrell,87,108,6,0,99,99,201,12,,,,,,,,,,,
61,Jayson65,83,116,2,4,99,99,201,12,,,,,,,,,,,
28,Dario77,77,118,8,16,99,99,203,13,,,,,,,,,,,
47,Harrison.Beatty50,76,118,10,10,99,99,204,14,,,,,,,,,,,
38,Jordyn.Jacobson2,85,116,4,8,99,99,205,15,,,,,,,,,,,
85,Milford_Gleichner42,87,114,4,12,99,99,205,15,,,,,,,,,,,
98,Imani_Nicolas17,74,130,2,8,99,99,206,16,,,,,,,,,,,
52,Zack_Kemmer93,85,112,10,0,99,99,207,17,,,,,,,,,,,
62,Ressie_Stanton46,88,116,4,4,99,99,208,18,,,,,,,,,,,
8,Tabitha_Schamberger11,79,122,8,32,99,99,209,19,,,,,,,,,,,
33,Yvette.Gottlieb91,77,122,10,0,99,99,209,19,,,,,,,,,,,
97,Tomas.Beatty93,69,136,4,12,99,99,209,19,,,,,,,,,,,
32,Irwin.Larson,91,112,8,40,99,99,211,20,,,,,,,,,,,
37,Yazmin_Mills95,84,126,2,6,99,99,212,21,,,,,,,,,,,
55,Meggie_Doyle,78,132,2,2,99,99,212,21,,,,,,,,,,,
9,Gus93,85,120,8,8,99,99,213,22,,,,,,,,,,,
78,Colten.Harris76,83,120,10,30,99,99,213,22,,,,,,,,,,,
79,Katarina.Dibbert,75,136,2,6,99,99,213,22,,,,,,,,,,,
19,Hailee26,90,120,4,4,99,99,214,23,,,,,,,,,,,
44,Seth46,86,120,8,16,99,99,214,23,,,,,,,,,,,
73,Jaylan.Lakin,86,126,2,4,99,99,214,23,,,,,,,,,,,
16,Annalise.McKenzie16,103,104,8,0,99,99,215,24,,,,,,,,,,,
27,Darwin29,79,134,2,0,99,99,215,24,,,,,,,,,,,
30,Kaley9,81,130,4,12,99,99,215,24,,,,,,,,,,,
6,Travon.Waters,82,124,10,40,99,99,216,25,,,,,,,,,,,
99,Alek_Watsica,74,136,6,0,99,99,216,25,,,,,,,,,,,
10,Presley_McClure,87,126,6,6,99,99,219,26,,,,,,,,,,,
13,Alexandro35,93,116,10,20,99,99,219,26,,,,,,,,,,,
56,Peter.Stehr0,81,136,2,2,99,99,219,26,,,,,,,,,,,
92,Frederik_Rice,91,122,6,6,99,99,219,26,,,,,,,,,,,
3,Harley_Lind18,79,134,8,8,99,99,221,27,,,,,,,,,,,
12,Dereck65,77,136,8,8,99,99,221,27,,,,,,,,,,,
93,Willie_Leuschke,91,126,4,16,99,99,221,27,,,,,,,,,,,
31,Aiyana_Hoeger,88,132,2,4,99,99,222,28,,,,,,,,,,,
82,Aracely.Johnston98,84,134,4,0,99,99,222,28,,,,,,,,,,,
94,Damon35,84,136,2,10,99,99,222,28,,,,,,,,,,,
20,Delpha.Kihn,87,134,2,0,99,99,223,29,,,,,,,,,,,
40,Rafael.Hickle2,85,136,2,0,99,99,223,29,,,,,,,,,,,
72,Kathryn80,85,128,10,30,99,99,223,29,,,,,,,,,,,
39,Kelsi26,89,134,2,0,99,99,225,30,,,,,,,,,,,
50,Gerard79,81,138,6,6,99,99,225,30,,,,,,,,,,,
65,Adelle96,96,120,10,20,99,99,226,31,,,,,,,,,,,
95,Nicole71,86,136,4,20,99,99,226,31,,,,,,,,,,,
100,Javonte83,82,140,4,4,99,99,226,31,,,,,,,,,,,
4,Arely_Bogan63,93,128,6,24,99,99,227,32,,,,,,,,,,,
22,Kenneth64,91,134,2,6,99,99,227,32,,,,,,,,,,,
70,Erick5,88,138,2,6,99,99,228,33,,,,,,,,,,,
35,Lennie_Hartmann40,92,134,4,12,99,99,230,34,,,,,,,,,,,
84,Alysa22,75,152,4,12,99,99,231,35,,,,,,,,,,,
46,Malinda_Streich,88,136,8,0,99,99,232,36,,,,,,,,,,,
2,Andre_Purdy85,94,132,8,32,99,99,234,37,,,,,,,,,,,
60,Sam52,86,144,4,12,99,99,234,37,,,,,,,,,,,
69,Karley_Bosco,97,138,2,0,99,99,237,38,,,,,,,,,,,
43,Janet.Armstrong,86,144,10,30,99,99,240,39,,,,,,,,,,,
26,Josianne.Friesen,94,138,10,50,99,99,242,40,,,,,,,,,,,
67,Emilio_Bernier52,86,152,6,0,99,99,244,41,,,,,,,,,,,
15,Billy52,84,154,8,0,99,99,246,42,,,,,,,,,,,
87,Rick29,92,148,8,24,99,99,248,43,,,,,,,,,,,
17,Norbert_Carroll35,78,166,6,18,99,99,250,44,,,,,,,,,,,
63,Elenor88,83,160,8,8,99,99,251,45,,,,,,,,,,,
96,Keenan.Schamberger60,98,150,6,12,99,99,254,46,,,,,,,,,,,
5,Aniya_Hackett,257,514,0,0,99,99,771,47,,,,,,,,,,,
14,Jaclyn81,257,514,0,0,99,99,771,47,,,,,,,,,,,
21,Rocio33,257,514,0,0,99,99,771,47,,,,,,,,,,,
24,Maxwell.Halvorson,257,514,0,0,99,99,771,47,,,,,,,,,,,
36,Ollie_Ledner37,257,514,0,0,99,99,771,47,,,,,,,,,,,
41,Mckenna17,257,514,0,0,99,99,771,47,,,,,,,,,,,
54,Duane60,257,514,0,0,99,99,771,47,,,,,,,,,,,
57,Julien_Schmidt,257,514,0,0,99,99,771,47,,,,,,,,,,,
66,Mike.Auer39,257,514,0,0,99,99,771,47,,,,,,,,,,,
71,Nia_Haag,257,514,0,0,99,99,771,47,,,,,,,,,,,
75,Leslie67,257,514,0,0,99,99,771,47,,,,,,,,,,,
76,Janelle.Nikolaus81,257,514,0,0,99,99,771,47,,,,,,,,,,,
91,Bethany20,257,514,0,0,99,99,771,47,,,,,,,,,,,
